Provider,Phys_Count,Patient_Count,Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV51502,22,31,48,Outpatient,0,0,1,34,0.71,4.541666666666667,273.9583333333333,75,17,14,20,3,7,1,74,69,91,86,78,59,61,85,79,87,No,3.0,0.0,0.0
PRV51503,8,52,88,Outpatient,0,0,1,62,0.7,1.2727272727272727,426.9318181818182,74,20,32,38,4,8,2,147,138,162,146,133,115,104,138,149,170,No,2.0,0.0,0.0
PRV51504,56,123,197,Outpatient,0,0,1,138,0.7,1.3705583756345177,290.3553299492386,74,42,81,90,10,13,10,323,324,369,329,300,255,237,330,334,380,No,2.0,0.0,0.0
PRV51507,84,726,1554,Both_Service,1,0,0,1082,0.7,1.4163449163449164,352.1261261261261,73,294,432,547,41,94,44,2460,2446,2863,2575,2387,2003,1909,2602,2580,2917,Yes,2.0,1.0,0.0
PRV51508,99,191,298,Both_Service,1,0,0,192,0.64,1.9093959731543624,1328.0268456375838,71,94,97,142,13,26,10,470,473,557,503,463,382,371,516,510,566,No,3.0,0.0,0.0
PRV51509,3,493,1748,Outpatient,0,0,1,1438,0.82,1.5240274599542334,322.03661327231123,73,242,251,372,32,61,28,2835,2730,3185,2886,2689,2175,2206,2967,2915,3295,No,0.0,0.0,3.0
PRV51510,13,52,79,Outpatient,0,0,1,44,0.56,2.962025316455696,399.11392405063293,71,25,27,39,5,2,6,121,119,151,131,122,93,93,120,130,146,No,0.0,0.0,1.0
PRV51514,57,88,145,Both_Service,1,0,0,104,0.72,3.0413793103448277,2345.9310344827586,76,37,51,69,5,10,4,244,229,273,245,238,185,169,250,247,279,No,0.0,0.0,1.0
PRV51515,30,48,69,Both_Service,1,0,0,42,0.61,2.9130434782608696,1384.7246376811595,72,24,24,35,5,3,5,110,103,130,113,104,83,78,119,115,127,No,4.0,0.0,0.0
PRV51516,25,39,63,Both_Service,1,0,0,46,0.73,1.5238095238095237,987.6190476190476,68,16,23,27,1,7,4,105,97,117,103,98,88,73,104,113,121,No,5.0,0.0,0.0
PRV51518,14,48,70,Both_Service,1,0,0,34,0.49,0.6714285714285714,1058.5428571428572,75,24,24,37,3,2,6,110,104,130,124,108,85,78,114,114,130,No,3.0,0.0,0.0
PRV51521,1,39,64,Outpatient,0,0,1,36,0.56,0.359375,153.75,70,20,19,30,3,4,2,99,98,120,111,100,85,76,100,111,125,No,0.0,0.0,0.0
PRV51522,72,169,279,Both_Service,1,0,0,178,0.64,2.096774193548387,1072.1863799283153,72,70,99,116,8,26,19,452,433,524,447,422,358,331,489,449,526,No,8.0,0.0,0.0
PRV51523,8,65,80,Both_Service,1,0,0,30,0.38,5.3625,12883.825,74,34,31,45,4,10,6,120,111,148,124,116,98,95,131,132,155,No,2.0,0.0,1.0
PRV51525,45,61,92,Both_Service,1,0,0,62,0.67,2.4239130434782608,1626.5434782608695,73,25,36,36,7,16,2,151,150,173,157,142,120,122,145,157,174,No,3.0,0.0,0.0
PRV51526,18,20,27,Both_Service,1,0,0,14,0.52,4.148148148148148,2199.4074074074074,74,9,11,12,2,5,1,39,37,47,46,45,34,34,44,48,51,No,0.0,0.0,0.0
PRV51527,26,40,62,Outpatient,0,0,1,42,0.68,1.532258064516129,354.03225806451616,72,17,23,27,5,6,2,101,92,116,106,100,77,78,91,108,117,No,4.0,0.0,0.0
PRV51528,11,17,27,Outpatient,0,0,1,20,0.74,1.4814814814814814,401.48148148148147,74,9,8,14,1,1,1,46,39,50,44,41,34,28,46,43,50,No,1.0,0.0,1.0
PRV51529,18,23,34,Outpatient,0,0,1,22,0.65,0.9705882352941176,257.94117647058823,76,7,16,17,1,2,3,55,55,62,59,50,43,38,52,61,62,No,2.0,0.0,0.0
PRV51531,21,23,50,Outpatient,0,0,1,32,0.64,1.88,309.8,72,8,15,18,1,3,1,77,74,93,91,77,57,58,91,68,87,No,0.0,0.0,0.0
PRV51532,27,30,45,Both_Service,1,0,0,26,0.58,3.6444444444444444,2753.6,72,13,17,22,3,3,2,68,65,89,70,72,52,50,75,74,88,No,2.0,0.0,0.0
PRV51535,64,306,564,Both_Service,1,0,0,352,0.62,1.6542553191489362,345.4113475177305,74,130,176,219,15,44,28,934,909,1030,940,864,746,700,950,950,1071,No,7.0,0.0,1.0
PRV51539,242,488,811,Both_Service,1,0,0,546,0.67,1.6794081381011097,1659.3982737361282,73,199,289,345,45,70,28,1297,1286,1485,1381,1278,1034,1002,1354,1393,1538,Yes,3.0,1.0,3.0
PRV51540,35,54,78,Both_Service,1,0,0,46,0.59,1.141025641025641,1271.6666666666667,75,18,36,40,4,7,3,128,120,145,123,114,97,92,130,124,147,No,2.0,0.0,0.0
PRV51541,33,51,76,Outpatient,0,0,1,50,0.66,0.4342105263157895,262.63157894736844,73,33,18,36,4,8,3,124,108,132,125,109,99,91,129,136,140,No,0.0,0.0,1.0
PRV51542,18,97,141,Both_Service,1,0,0,56,0.4,5.078014184397163,9015.617021276596,74,50,47,63,9,17,8,202,188,252,203,206,172,167,229,237,267,Yes,1.0,1.0,0.0
PRV51544,134,227,335,Both_Service,1,0,0,204,0.61,2.4059701492537315,2080.650746268657,75,83,144,173,10,36,8,524,516,620,553,513,420,393,548,561,633,No,3.0,0.0,0.0
PRV51546,29,35,48,Both_Service,1,0,0,24,0.5,2.4166666666666665,3368.4166666666665,72,17,18,30,1,2,2,78,69,93,78,75,56,60,80,79,94,No,4.0,0.0,0.0
PRV51550,23,53,77,Both_Service,1,0,0,32,0.42,3.090909090909091,2419.4285714285716,75,23,30,38,6,8,1,114,116,137,134,121,94,91,128,127,143,No,3.0,0.0,1.0
PRV51552,40,62,85,Both_Service,1,0,0,46,0.54,0.8235294117647058,1432.2117647058824,72,28,34,47,5,6,4,133,144,156,145,132,107,100,150,141,157,No,0.0,0.0,0.0
PRV51556,47,56,85,Both_Service,1,0,0,58,0.68,2.823529411764706,2367.0117647058823,74,26,30,44,5,3,4,140,134,158,144,138,108,102,137,141,162,No,3.0,0.0,0.0
PRV51558,20,25,35,Both_Service,1,0,0,18,0.51,1.1428571428571428,1161.0285714285715,72,16,9,19,2,3,1,46,51,67,56,50,41,40,58,64,69,No,1.0,0.0,0.0
PRV51560,27,204,302,Both_Service,1,0,0,128,0.42,5.112582781456954,8836.887417218542,75,94,110,153,9,25,17,462,435,547,453,458,374,342,481,494,573,Yes,1.0,1.0,3.0
PRV51564,14,24,38,Outpatient,0,0,1,28,0.74,2.1052631578947367,387.63157894736844,70,11,13,16,5,2,1,60,54,74,64,62,50,52,65,70,74,No,2.0,0.0,0.0
PRV51566,18,25,37,Both_Service,1,0,0,22,0.59,3.6216216216216215,3865.189189189189,72,11,14,18,2,4,1,52,56,65,50,53,47,46,60,52,71,No,1.0,0.0,0.0
PRV51567,2,827,2181,Outpatient,0,0,1,1100,0.5,1.2975699220541037,294.14030261348006,73,371,456,603,38,130,56,3447,3455,3997,3760,3417,2814,2688,3702,3703,4122,Yes,0.0,0.0,4.0
PRV51568,44,57,87,Both_Service,1,0,0,58,0.67,2.8850574712643677,1799.7241379310344,75,18,39,38,3,10,6,128,131,151,156,143,116,108,144,147,164,No,1.0,0.0,0.0
PRV51571,2,22,31,Outpatient,0,0,1,18,0.58,0.0,264.51612903225805,72,10,12,16,1,3,2,45,50,53,49,46,37,39,50,58,60,No,0.0,0.0,0.0
PRV51573,11,76,128,Both_Service,1,0,0,72,0.56,1.6484375,772.78125,72,38,38,58,7,5,6,216,195,233,213,197,162,152,211,217,247,No,0.0,0.0,0.0
PRV51574,9,1715,5671,Outpatient,0,0,1,2459,0.43,1.4276141773937576,292.7913948157291,73,773,942,1255,110,239,111,9001,8764,10434,9434,8682,7249,7059,9410,9499,10854,Yes,0.0,0.0,10.0
PRV51576,31,65,95,Both_Service,1,0,0,60,0.63,2.8105263157894735,1575.0105263157895,74,27,38,47,4,8,6,153,145,170,159,141,117,111,163,164,181,No,2.0,0.0,0.0
PRV51578,232,1280,2289,Both_Service,1,0,0,1578,0.69,1.8313674093490606,1119.2389689820882,73,566,714,1066,69,111,34,3574,3648,4219,3833,3620,2989,2864,3833,3842,4349,Yes,5.0,1.0,3.0
PRV51579,34,66,91,Both_Service,1,0,0,38,0.42,2.3076923076923075,3029.4505494505493,76,33,33,51,2,8,5,144,135,167,149,133,109,107,148,155,174,No,3.0,0.0,0.0
PRV51583,10,46,73,Both_Service,1,0,0,52,0.71,1.8767123287671232,832.931506849315,73,21,25,33,3,8,2,116,113,127,134,113,94,97,125,127,139,No,0.0,0.0,0.0
PRV51584,36,78,124,Both_Service,1,0,0,84,0.68,2.153225806451613,2222.2580645161293,72,31,47,62,5,6,5,198,194,234,189,190,166,168,201,201,244,Yes,2.0,1.0,0.0
PRV51590,4,82,113,Both_Service,1,0,0,58,0.51,5.477876106194691,10148.849557522124,74,34,48,55,3,16,8,167,160,207,176,172,132,129,182,202,212,Yes,0.0,0.0,0.0
PRV51593,36,54,81,Both_Service,1,0,0,54,0.67,2.8518518518518516,3537.5308641975307,74,23,31,43,3,6,2,122,128,147,127,133,98,98,131,125,147,Yes,3.0,1.0,0.0
PRV51596,40,50,74,Both_Service,1,0,0,48,0.65,0.7972972972972973,662.8918918918919,73,23,27,43,2,4,1,122,123,132,130,123,105,102,118,124,142,No,5.0,0.0,1.0
PRV51598,209,399,657,Both_Service,1,0,0,470,0.72,2.009132420091324,2133.1476407914765,74,159,240,311,31,46,11,1048,1023,1198,1104,1043,811,805,1117,1115,1239,No,10.0,0.0,3.0
PRV51600,9,103,140,Both_Service,1,0,0,62,0.44,1.2857142857142858,380.2142857142857,72,45,58,76,8,13,6,224,222,252,238,196,166,180,215,236,267,No,1.0,0.0,0.0
PRV51602,20,38,62,Both_Service,1,0,0,46,0.74,2.0806451612903225,2141.3225806451615,76,16,22,28,2,3,5,90,94,110,96,91,69,67,105,91,116,No,3.0,0.0,0.0
PRV51604,4,257,500,Both_Service,1,0,0,342,0.68,2.584,2187.124,73,115,142,178,18,41,20,822,790,929,833,767,640,609,835,843,941,Yes,0.0,0.0,2.0
PRV51605,6,70,110,Both_Service,1,0,0,76,0.69,2.2545454545454544,877.3818181818182,73,28,42,53,4,10,3,182,173,213,189,168,138,141,193,188,209,No,1.0,0.0,0.0
PRV51607,5,15,22,Both_Service,1,0,0,14,0.64,0.9090909090909091,1369.090909090909,73,3,12,11,1,2,1,34,35,39,38,30,26,26,36,34,43,No,1.0,0.0,0.0
PRV51609,46,70,119,Both_Service,1,0,0,88,0.74,2.4873949579831933,1691.4789915966387,75,36,34,57,5,7,1,187,185,219,193,181,143,143,195,191,222,No,3.0,0.0,0.0
PRV51612,8,13,21,Both_Service,1,0,0,16,0.76,4.714285714285714,5376.190476190476,76,7,6,9,1,2,1,36,37,36,33,33,27,28,33,37,42,No,1.0,0.0,0.0
PRV51613,15,21,30,Both_Service,1,0,0,18,0.6,1.8666666666666667,1340.9333333333334,69,10,11,17,1,1,2,41,47,51,50,43,39,34,51,52,56,No,1.0,0.0,0.0
PRV51614,67,243,417,Both_Service,1,0,0,298,0.71,3.2038369304556356,5412.268585131895,73,111,132,155,13,60,15,661,619,758,688,668,524,515,691,692,778,Yes,4.0,1.0,0.0
PRV51616,24,26,42,Outpatient,0,0,1,32,0.76,1.4523809523809523,185.71428571428572,71,16,10,20,3,2,1,61,68,74,71,65,62,44,74,69,77,No,4.0,0.0,0.0
PRV51622,40,94,153,Both_Service,1,0,0,100,0.65,1.3856209150326797,1181.2418300653594,70,44,50,65,6,13,10,241,246,286,255,240,193,181,263,255,282,No,4.0,0.0,0.0
PRV51623,15,21,33,Both_Service,1,0,0,24,0.73,1.5454545454545454,2750.3030303030305,70,6,15,15,1,3,2,54,54,59,48,55,38,38,60,52,58,No,1.0,0.0,0.0
PRV51627,7,26,37,Both_Service,1,0,0,22,0.59,3.5135135135135136,2549.675675675676,75,15,11,19,2,3,2,56,59,67,60,58,52,47,68,64,67,No,2.0,0.0,0.0
PRV51632,10,25,38,Both_Service,1,0,0,24,0.63,4.605263157894737,922.6842105263158,74,8,17,19,2,3,1,60,61,73,60,66,46,49,63,70,70,No,1.0,0.0,0.0
PRV51634,30,116,162,Both_Service,1,0,0,86,0.53,1.0555555555555556,739.4691358024692,73,52,64,82,5,19,10,252,247,306,269,252,194,189,268,269,309,No,2.0,0.0,0.0
PRV51635,23,29,47,Both_Service,1,0,0,36,0.77,1.2765957446808511,689.3191489361702,70,11,18,23,2,1,3,75,80,91,82,79,56,58,71,83,90,No,5.0,0.0,0.0
PRV51636,9,187,412,Both_Service,1,0,0,192,0.47,1.2766990291262137,684.5388349514564,72,80,107,140,15,23,9,666,632,758,684,598,528,495,680,666,805,No,2.0,0.0,0.0
PRV51637,19,34,46,Both_Service,1,0,0,24,0.52,2.4782608695652173,1632.0,77,17,17,27,1,3,3,67,79,85,76,74,61,60,78,74,86,No,1.0,0.0,0.0
PRV51639,23,29,47,Both_Service,1,0,0,36,0.77,1.9574468085106382,3783.659574468085,75,13,16,23,1,4,1,67,69,82,72,69,49,58,77,77,86,No,0.0,0.0,0.0
PRV51641,7,13,21,Outpatient,0,0,1,14,0.67,0.0,131.42857142857142,79,1,12,9,1,2,1,31,32,39,30,33,25,22,32,29,41,No,1.0,0.0,0.0
PRV51650,3,23,42,Outpatient,0,0,1,36,0.86,1.2857142857142858,508.57142857142856,69,12,11,16,3,2,2,68,73,82,78,66,65,60,68,73,81,No,0.0,0.0,1.0
PRV51652,2,49,84,Outpatient,0,0,1,40,0.48,2.130952380952381,260.4761904761905,72,19,30,34,7,6,2,138,129,155,139,124,107,96,132,128,163,No,4.0,0.0,0.0
PRV51656,1,23,30,Outpatient,0,0,1,14,0.47,2.2333333333333334,187.66666666666666,70,14,9,15,5,2,1,48,48,54,53,43,36,39,52,44,60,No,4.0,0.0,0.0
PRV51661,5,89,167,Outpatient,0,0,1,66,0.4,2.161676646706587,349.4610778443114,73,38,51,61,8,13,7,278,266,300,280,242,208,205,274,275,329,No,0.0,0.0,1.0
PRV51669,29,74,112,Outpatient,0,0,1,72,0.64,2.7232142857142856,289.4642857142857,72,32,42,59,3,7,5,174,179,210,186,168,151,135,177,196,218,No,1.0,0.0,0.0
PRV51670,73,286,663,Both_Service,1,0,0,454,0.68,1.5173453996983408,301.158371040724,74,107,179,217,18,34,17,1077,1071,1241,1161,1030,910,870,1105,1152,1261,No,6.0,0.0,2.0
PRV51673,1,77,220,Outpatient,0,0,1,74,0.34,1.0318181818181817,317.1363636363636,72,42,35,55,7,11,4,377,371,390,383,351,292,296,333,400,421,No,0.0,0.0,0.0
PRV51675,9,28,41,Outpatient,0,0,1,26,0.63,1.4146341463414633,279.7560975609756,70,8,20,22,2,2,2,66,69,76,68,69,58,49,63,68,74,No,3.0,0.0,0.0
PRV51676,22,126,202,Both_Service,1,0,0,128,0.63,1.49009900990099,558.3366336633663,74,51,75,92,7,16,11,325,321,374,350,296,250,255,340,326,391,No,5.0,0.0,0.0
PRV51678,24,64,100,Outpatient,0,0,1,68,0.68,1.56,405.8,74,24,40,47,3,9,5,166,150,175,163,160,127,121,168,171,194,No,3.0,0.0,1.0
PRV51681,9,26,41,Both_Service,1,0,0,30,0.73,2.292682926829268,2121.9024390243903,70,14,12,18,1,5,2,70,61,73,70,67,47,48,68,68,72,No,0.0,0.0,0.0
PRV51685,5,40,70,Outpatient,0,0,1,30,0.43,0.2857142857142857,234.42857142857142,73,20,20,28,2,5,5,113,113,133,121,115,90,88,114,122,126,No,1.0,0.0,1.0
PRV51690,27,221,404,Both_Service,1,0,0,298,0.74,1.4579207920792079,499.53465346534654,75,106,115,163,12,34,12,640,660,743,669,630,531,494,675,653,780,No,3.0,0.0,0.0
PRV51691,5,49,154,Outpatient,0,0,1,132,0.86,1.3896103896103895,297.987012987013,72,19,30,31,4,9,5,232,253,282,282,226,213,189,240,263,291,No,4.0,0.0,1.0
PRV51693,1,51,156,Outpatient,0,0,1,86,0.55,0.8717948717948718,217.8846153846154,72,21,30,35,6,7,3,258,281,302,280,246,210,210,278,280,289,No,0.0,0.0,0.0
PRV51694,1,21,46,Outpatient,0,0,1,40,0.87,0.021739130434782608,248.69565217391303,70,6,15,15,2,3,1,73,79,79,84,65,67,63,81,81,90,No,0.0,0.0,0.0
PRV51695,2,177,552,Outpatient,0,0,1,246,0.45,1.4891304347826086,273.5326086956522,72,79,98,133,16,21,7,903,866,1020,895,862,717,661,919,947,1050,No,0.0,0.0,3.0
PRV51697,3,54,77,Outpatient,0,0,1,28,0.36,2.311688311688312,372.85714285714283,74,27,27,39,5,6,4,127,111,131,130,120,92,95,127,120,148,No,4.0,0.0,1.0
PRV51698,2,13,20,Outpatient,0,0,1,14,0.7,2.1,157.0,72,6,7,8,1,2,2,25,32,34,35,34,31,25,30,33,38,No,4.0,0.0,0.0
PRV51699,1,131,299,Outpatient,0,0,1,180,0.6,1.2809364548494984,250.70234113712374,72,50,81,93,7,23,8,480,508,546,506,456,401,362,533,527,589,No,0.0,0.0,0.0
PRV51710,11,17,24,Both_Service,1,0,0,14,0.58,3.7916666666666665,8982.833333333334,77,6,11,13,1,2,1,36,33,45,35,35,27,25,33,38,43,No,5.0,0.0,0.0
PRV51716,3,64,122,Outpatient,0,0,1,80,0.66,0.9016393442622951,301.4754098360656,73,24,40,48,4,8,4,198,178,219,206,187,154,156,197,205,226,No,2.0,0.0,0.0
PRV51726,2,21,25,Outpatient,0,0,1,8,0.32,4.0,324.8,72,7,14,12,1,5,3,44,37,48,42,39,31,32,44,45,47,No,0.0,0.0,0.0
PRV51731,3,38,47,Outpatient,0,0,1,18,0.38,1.4893617021276595,230.2127659574468,71,21,17,25,2,7,4,70,69,86,77,65,55,56,76,73,93,No,1.0,0.0,0.0
PRV51737,4,106,245,Outpatient,0,0,1,186,0.76,1.4489795918367347,350.40816326530614,72,37,69,80,7,13,6,412,387,457,434,372,308,281,394,392,469,No,2.0,0.0,0.0
PRV51739,6,72,109,Outpatient,0,0,1,70,0.64,0.6788990825688074,184.03669724770643,72,32,40,53,4,10,5,164,163,207,181,169,140,134,168,185,208,No,3.0,0.0,0.0
PRV51740,3,51,90,Outpatient,0,0,1,66,0.73,1.9444444444444444,260.1111111111111,73,24,27,36,1,8,6,149,147,171,152,140,110,109,163,142,174,No,2.0,0.0,0.0
PRV51741,2,34,59,Outpatient,0,0,1,48,0.81,1.423728813559322,136.61016949152543,72,12,22,22,1,6,5,101,92,109,102,87,75,76,100,94,114,No,2.0,0.0,0.0
PRV51743,2,115,161,Outpatient,0,0,1,86,0.53,0.5652173913043478,238.6335403726708,73,59,56,96,2,14,3,250,257,303,274,257,213,194,260,279,313,No,1.0,0.0,1.0
PRV51746,3,25,44,Outpatient,0,0,1,36,0.82,2.8863636363636362,460.45454545454544,74,11,14,21,1,1,2,65,75,80,78,68,53,59,75,75,85,No,3.0,0.0,0.0
PRV51748,2,18,26,Outpatient,0,0,1,16,0.62,2.230769230769231,586.9230769230769,74,6,12,13,1,3,1,36,44,44,41,37,30,30,46,46,47,No,1.0,0.0,1.0
PRV51762,2,14,16,Outpatient,0,0,1,4,0.25,0.0625,200.625,76,6,8,8,1,3,2,28,27,26,24,24,21,20,25,28,32,No,2.0,0.0,0.0
PRV51764,1,33,46,Outpatient,0,0,1,26,0.57,1.7608695652173914,233.04347826086956,73,14,19,26,1,3,3,74,69,80,81,73,55,54,79,76,90,No,0.0,0.0,0.0
PRV51766,1,23,29,Outpatient,0,0,1,12,0.41,1.793103448275862,104.48275862068965,76,8,15,15,2,4,2,44,52,54,55,45,35,38,52,49,55,No,0.0,0.0,0.0
PRV51769,7,15,23,Outpatient,0,0,1,16,0.7,0.13043478260869565,238.2608695652174,73,8,7,8,3,2,2,41,33,41,38,33,29,28,40,35,44,No,1.0,0.0,0.0
PRV51771,1,34,63,Outpatient,0,0,1,46,0.73,0.8571428571428571,215.3968253968254,73,10,24,23,6,4,1,106,104,119,104,101,89,85,113,119,123,No,0.0,0.0,0.0
PRV51775,1,36,57,Outpatient,0,0,1,36,0.63,0.5964912280701754,287.5438596491228,73,15,21,28,4,2,2,92,90,108,93,87,69,70,97,94,110,No,2.0,0.0,0.0
PRV51776,1,31,69,Outpatient,0,0,1,30,0.43,1.0869565217391304,253.47826086956522,72,13,18,21,5,2,3,109,113,128,117,106,98,99,116,118,137,No,1.0,0.0,0.0
PRV51781,1,20,32,Outpatient,0,0,1,16,0.5,1.96875,126.5625,72,8,12,14,3,1,2,49,45,59,56,48,39,37,55,49,61,No,0.0,0.0,0.0
PRV51788,1,85,196,Outpatient,0,0,1,114,0.58,1.1479591836734695,276.83673469387753,74,40,45,62,7,14,2,307,299,372,324,299,236,229,304,312,366,No,0.0,0.0,0.0
PRV51789,2,28,43,Outpatient,0,0,1,22,0.51,0.11627906976744186,269.5348837209302,76,10,18,17,4,6,1,75,74,85,75,68,54,54,75,70,79,No,0.0,0.0,1.0
PRV51790,7,74,107,Outpatient,0,0,1,62,0.58,1.02803738317757,265.42056074766356,73,33,41,52,8,7,7,170,163,194,178,166,133,127,175,177,199,No,2.0,0.0,0.0
PRV51792,3,26,50,Outpatient,0,0,1,8,0.16,3.56,555.8,73,12,14,17,4,3,2,91,74,95,71,76,64,62,91,93,97,No,0.0,0.0,0.0
PRV51795,3,26,42,Outpatient,0,0,1,12,0.29,1.8095238095238095,241.9047619047619,73,8,18,20,1,4,1,63,70,82,74,69,52,48,70,71,72,No,2.0,0.0,0.0
PRV51798,1,8,11,Outpatient,0,0,1,2,0.18,0.09090909090909091,183.63636363636363,75,1,7,5,1,1,1,18,21,20,20,19,15,17,13,20,22,No,0.0,0.0,0.0
PRV51802,1,22,32,Outpatient,0,0,1,16,0.5,2.09375,239.375,79,11,11,15,2,4,1,53,51,63,50,53,39,34,54,55,61,No,0.0,0.0,0.0
PRV51816,1,7,9,Inpatient,0,1,0,4,0.44,3.7777777777777777,10052.888888888889,73,3,4,3,1,2,1,12,11,17,13,16,11,10,16,13,15,No,0.0,0.0,0.0
PRV51818,3,27,42,Inpatient,0,1,0,26,0.62,6.119047619047619,10210.857142857143,72,7,20,17,1,6,3,61,58,79,68,53,50,48,72,60,75,Yes,0.0,0.0,0.0
PRV51836,5,644,2233,Outpatient,0,0,1,880,0.39,1.593372145096283,287.4652933273623,73,290,354,598,17,19,10,3459,3649,4118,3738,3569,2905,2765,3793,3754,4283,Yes,0.0,0.0,3.0
PRV51837,69,99,153,Both_Service,1,0,0,98,0.64,2.366013071895425,2172.6013071895427,74,52,47,90,7,1,1,249,249,279,251,254,216,195,257,272,293,No,3.0,0.0,0.0
PRV51838,97,169,316,Outpatient,0,0,1,232,0.73,0.9588607594936709,280.88607594936707,73,94,75,153,5,7,4,510,507,571,508,478,409,415,541,539,591,No,1.0,0.0,3.0
PRV51840,39,111,166,Both_Service,1,0,0,96,0.58,2.891566265060241,2801.0361445783133,73,46,65,88,6,15,2,257,265,317,275,267,216,204,272,286,307,Yes,0.0,0.0,1.0
PRV51841,29,52,86,Both_Service,1,0,0,60,0.7,1.7325581395348837,2086.5116279069766,72,21,31,46,3,1,2,133,129,161,138,134,103,106,146,143,165,No,1.0,0.0,0.0
PRV51842,87,223,462,Both_Service,1,0,0,336,0.73,3.2186147186147185,4824.419913419913,71,107,116,203,6,7,7,752,691,857,733,715,574,589,812,781,882,Yes,3.0,1.0,2.0
PRV51845,15,40,62,Both_Service,1,0,0,34,0.55,2.129032258064516,3007.2580645161293,71,21,19,36,1,2,1,95,102,116,108,94,83,75,110,107,122,No,0.0,0.0,0.0
PRV51849,51,111,212,Both_Service,1,0,0,132,0.62,1.1650943396226414,310.6320754716981,73,48,63,103,2,4,2,318,369,396,361,342,270,264,359,370,409,No,1.0,0.0,0.0
PRV51851,8,336,597,Both_Service,1,0,0,250,0.42,1.6984924623115578,1410.4422110552764,73,143,193,305,10,11,10,941,949,1097,992,962,775,732,1020,976,1134,Yes,0.0,0.0,1.0
PRV51855,33,92,200,Both_Service,1,0,0,160,0.8,2.075,1221.26,70,39,53,78,2,4,8,313,330,377,344,318,274,247,355,333,395,No,0.0,0.0,0.0
PRV51856,58,107,172,Outpatient,0,0,1,110,0.64,1.6453488372093024,258.48837209302326,72,42,65,94,4,5,4,263,283,320,287,278,229,223,302,290,327,No,4.0,0.0,1.0
PRV51859,16,60,94,Outpatient,0,0,1,58,0.62,1.0212765957446808,263.6170212765957,74,27,33,51,2,6,1,167,155,174,155,156,119,114,155,155,181,No,2.0,0.0,0.0
PRV51860,8,351,965,Both_Service,1,0,0,378,0.39,1.2341968911917098,329.11917098445593,74,140,211,321,12,8,10,1541,1569,1751,1652,1559,1255,1235,1621,1656,1838,No,0.0,0.0,0.0
PRV51864,14,75,229,Both_Service,1,0,0,192,0.84,1.0786026200873362,591.8078602620087,72,35,40,70,1,1,3,351,386,432,378,367,297,293,393,373,431,No,0.0,0.0,1.0
PRV51865,11,27,41,Outpatient,0,0,1,26,0.63,0.7560975609756098,423.6585365853659,75,9,18,22,3,1,1,66,74,77,68,74,53,50,72,71,81,No,0.0,0.0,0.0
PRV51867,65,97,157,Outpatient,0,0,1,110,0.7,1.8089171974522293,329.2356687898089,74,42,55,85,3,4,5,256,237,291,256,251,202,216,271,263,297,No,1.0,0.0,0.0
PRV51868,36,123,192,Both_Service,1,0,0,96,0.5,4.390625,8194.083333333334,72,52,71,112,6,3,2,299,292,354,314,292,239,233,317,333,371,Yes,6.0,1.0,1.0
PRV51871,17,29,41,Outpatient,0,0,1,22,0.54,1.6097560975609757,193.17073170731706,74,16,13,21,4,3,1,60,62,76,63,65,53,49,71,68,81,No,1.0,0.0,0.0
PRV51873,69,130,212,Both_Service,1,0,0,136,0.64,1.8443396226415094,2381.0283018867926,72,64,66,117,4,4,5,339,336,395,357,350,274,282,366,332,412,Yes,4.0,1.0,0.0
PRV51876,38,57,82,Both_Service,1,0,0,42,0.51,3.3536585365853657,3423.3414634146343,74,26,31,51,3,1,2,124,121,144,137,128,107,109,141,145,153,Yes,5.0,1.0,0.0
PRV51884,18,44,61,Both_Service,1,0,0,34,0.56,1.278688524590164,1579.311475409836,75,19,25,38,2,2,2,101,100,117,105,97,83,82,104,113,112,No,0.0,0.0,1.0
PRV51897,12,38,89,Outpatient,0,0,1,48,0.54,1.2696629213483146,177.64044943820224,73,19,19,30,4,2,2,149,153,169,128,134,105,97,137,143,170,No,1.0,0.0,0.0
PRV51898,18,49,96,Both_Service,1,0,0,74,0.77,0.7395833333333334,263.3958333333333,74,23,26,43,2,3,1,150,151,171,157,149,120,128,167,158,183,No,1.0,0.0,1.0
PRV51905,1,85,336,Outpatient,0,0,1,160,0.48,1.3720238095238095,348.51190476190476,71,40,45,75,3,2,5,523,511,638,543,542,420,407,565,580,658,No,0.0,0.0,0.0
PRV51928,9,30,50,Outpatient,0,0,1,40,0.8,1.58,241.6,74,11,19,22,5,1,2,73,74,95,87,70,63,59,80,86,86,No,0.0,0.0,0.0
PRV51929,41,109,170,Both_Service,1,0,0,118,0.69,2.947058823529412,1023.2705882352941,73,45,64,83,14,8,4,259,255,311,294,273,198,199,292,289,330,No,1.0,0.0,1.0
