Provider,Phys_Count,Patient_Count,Norm_Patient_Count,Claim_Count,Norm_Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,Inpatient_Count,Outpatient_Count,Norm_Inpatient_Count,Norm_Outpatient_Count,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer_1,ChronicCond_Alzheimer_2,ChronicCond_KidneyDisease_1,ChronicCond_KidneyDisease_2,ChronicCond_Cancer_1,ChronicCond_Cancer_2,ChronicCond_ObstrPulmonary_1,ChronicCond_ObstrPulmonary_2,ChronicCond_Depression_1,ChronicCond_Depression_2,ChronicCond_Diabetes_1,ChronicCond_Diabetes_2,ChronicCond_IschemicHeart_1,ChronicCond_IschemicHeart_2,ChronicCond_Osteoporasis_1,ChronicCond_Osteoporasis_2,ChronicCond_rheumatoidarthritis_1,ChronicCond_rheumatoidarthritis_2,ChronicCond_stroke_1,ChronicCond_stroke_2,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount,FraudNeighbor_Count
PRV51084,32,85,2.66,110,3.44,Both_Service,1,0,0,20.0,90.0,0.18,0.82,2.0,0.02,1.6727272727272726,2158.818181818182,72,45.0,40.0,67.0,17.0,1.0,0.0,38.0,47.0,35.0,50.0,9.0,76.0,22.0,63.0,31.0,54.0,65.0,20.0,61.0,24.0,27.0,58.0,28.0,57.0,12.0,73.0,Yes,0.0,0.0,0.0,0.0
PRV51086,24,115,4.79,139,5.79,Both_Service,1,0,0,31.0,108.0,0.22,0.78,0.0,0.0,2.7985611510791366,3448.4748201438847,74,35.0,80.0,90.0,25.0,0.0,0.0,40.0,75.0,55.0,60.0,17.0,98.0,39.0,76.0,53.0,62.0,80.0,35.0,88.0,27.0,29.0,86.0,35.0,80.0,9.0,106.0,No,3.0,1.0,0.0,1.0
PRV51089,72,197,2.74,228,3.17,Both_Service,1,0,0,18.0,210.0,0.08,0.92,0.0,0.0,1.6929824561403508,1094.719298245614,71,77.0,120.0,158.0,39.0,0.0,0.0,66.0,131.0,87.0,110.0,29.0,168.0,59.0,138.0,87.0,110.0,134.0,63.0,143.0,54.0,67.0,130.0,57.0,140.0,23.0,174.0,No,8.0,1.0,1.0,3.0
PRV51090,3,7,2.33,7,2.33,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,5.714285714285714,841.4285714285714,71,4.0,3.0,6.0,1.0,0.0,0.0,1.0,6.0,2.0,5.0,3.0,4.0,1.0,6.0,2.0,5.0,6.0,1.0,5.0,2.0,3.0,4.0,5.0,2.0,0.0,7.0,No,0.0,0.0,0.0,0.0
PRV51091,19,44,2.32,44,2.32,Outpatient,0,0,1,0.0,44.0,0.0,1.0,0.0,0.0,0.9318181818181818,212.5,69,22.0,22.0,33.0,10.0,0.0,1.0,12.0,32.0,14.0,30.0,5.0,39.0,15.0,29.0,24.0,20.0,29.0,15.0,36.0,8.0,12.0,32.0,16.0,28.0,6.0,38.0,No,0.0,0.0,0.0,0.0
PRV51093,6,9,1.5,9,1.5,Both_Service,1,0,0,2.0,7.0,0.22,0.78,0.0,0.0,1.4444444444444444,1760.6666666666667,75,3.0,6.0,5.0,4.0,0.0,0.0,3.0,6.0,4.0,5.0,1.0,8.0,4.0,5.0,4.0,5.0,6.0,3.0,8.0,1.0,4.0,5.0,3.0,6.0,1.0,8.0,No,2.0,0.0,0.0,0.0
PRV51096,3,5,1.67,5,1.67,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,4.0,660.0,84,3.0,2.0,5.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,5.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV51097,1,71,71.0,125,125.0,Outpatient,0,0,1,0.0,125.0,0.0,1.0,0.0,0.0,1.744,357.2,69,29.0,42.0,53.0,18.0,0.0,0.0,23.0,48.0,21.0,50.0,9.0,62.0,17.0,54.0,22.0,49.0,49.0,22.0,51.0,20.0,22.0,49.0,12.0,59.0,6.0,65.0,No,0.0,0.0,0.0,0.0
PRV51098,2,4,2.0,4,2.0,Outpatient,0,0,1,0.0,4.0,0.0,1.0,0.0,0.0,0.0,75.0,82,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,No,0.0,0.0,0.0,0.0
PRV51100,3,5,1.67,5,1.67,Inpatient,0,1,0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,16668.0,70,1.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,5.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0,0.0,5.0,2.0,3.0,0.0,5.0,No,1.0,0.0,0.0,0.0
PRV51101,1,3,3.0,3,3.0,Inpatient,0,1,0,3.0,0.0,1.0,0.0,0.0,0.0,3.3333333333333335,6601.333333333333,56,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,No,0.0,0.0,0.0,0.0
PRV51102,3,11,3.67,12,4.0,Inpatient,0,1,0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,13401.333333333334,80,8.0,3.0,10.0,1.0,0.0,0.0,3.0,8.0,7.0,4.0,1.0,10.0,3.0,8.0,4.0,7.0,8.0,3.0,10.0,1.0,1.0,10.0,5.0,6.0,2.0,9.0,No,0.0,0.0,0.0,0.0
PRV51103,2,4,2.0,6,3.0,Outpatient,0,0,1,0.0,6.0,0.0,1.0,0.0,0.0,0.0,83.33333333333333,74,3.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,4.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,Yes,1.0,0.0,1.0,0.0
PRV51104,2,9,4.5,12,6.0,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,1.1666666666666667,167.5,76,2.0,7.0,7.0,2.0,0.0,0.0,5.0,4.0,3.0,6.0,0.0,9.0,4.0,5.0,3.0,6.0,7.0,2.0,8.0,1.0,3.0,6.0,2.0,7.0,0.0,9.0,No,0.0,0.0,0.0,0.0
PRV51105,2,12,6.0,12,6.0,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,3.3333333333333335,545.0,76,6.0,6.0,11.0,1.0,0.0,0.0,6.0,6.0,7.0,5.0,3.0,9.0,4.0,8.0,5.0,7.0,11.0,1.0,8.0,4.0,4.0,8.0,3.0,9.0,0.0,12.0,No,1.0,0.0,0.0,0.0
PRV51108,6,19,3.17,19,3.17,Inpatient,0,1,0,19.0,0.0,1.0,0.0,0.0,0.0,5.2631578947368425,9222.315789473685,71,6.0,13.0,14.0,5.0,0.0,0.0,11.0,8.0,13.0,6.0,4.0,15.0,11.0,8.0,9.0,10.0,16.0,3.0,17.0,2.0,10.0,9.0,4.0,15.0,5.0,14.0,No,0.0,0.0,0.0,0.0
PRV51109,1,3,3.0,3,3.0,Inpatient,0,1,0,3.0,0.0,1.0,0.0,0.0,0.0,6.333333333333333,7068.0,56,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,No,0.0,0.0,0.0,0.0
PRV51110,3,5,1.67,5,1.67,Inpatient,0,1,0,5.0,0.0,1.0,0.0,0.0,0.0,10.2,6468.0,68,3.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,5.0,1.0,4.0,4.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,1.0,4.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV51111,4,85,21.25,132,33.0,Outpatient,0,0,1,0.0,132.0,0.0,1.0,0.0,0.0,2.462121212121212,417.1212121212121,72,32.0,53.0,68.0,16.0,1.0,0.0,31.0,54.0,36.0,49.0,15.0,70.0,25.0,60.0,33.0,52.0,63.0,22.0,60.0,25.0,28.0,57.0,22.0,63.0,10.0,75.0,No,2.0,0.0,0.0,0.0
PRV51112,7,195,27.86,304,43.43,Outpatient,0,0,1,0.0,304.0,0.0,1.0,0.0,0.0,1.8453947368421053,348.88157894736844,70,77.0,118.0,157.0,37.0,1.0,0.0,65.0,130.0,74.0,121.0,25.0,170.0,49.0,146.0,77.0,118.0,137.0,58.0,144.0,51.0,55.0,140.0,62.0,133.0,13.0,182.0,No,1.0,0.0,0.0,0.0
PRV51113,2,78,39.0,132,66.0,Outpatient,0,0,1,0.0,132.0,0.0,1.0,0.0,0.0,1.5454545454545454,355.6060606060606,72,29.0,49.0,65.0,13.0,0.0,0.0,26.0,52.0,25.0,53.0,9.0,69.0,28.0,50.0,23.0,55.0,49.0,29.0,57.0,21.0,22.0,56.0,25.0,53.0,2.0,76.0,No,1.0,0.0,1.0,0.0
PRV51114,5,160,32.0,262,52.4,Outpatient,0,0,1,0.0,262.0,0.0,1.0,0.0,0.0,1.1984732824427482,294.9618320610687,70,73.0,87.0,124.0,36.0,0.0,0.0,53.0,107.0,51.0,109.0,23.0,137.0,51.0,109.0,63.0,97.0,111.0,49.0,118.0,42.0,44.0,116.0,53.0,107.0,15.0,145.0,No,1.0,0.0,1.0,0.0
PRV51115,3,6,2.0,7,2.33,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,0.0,142.85714285714286,72,1.0,5.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,0.0,6.0,2.0,4.0,0.0,6.0,No,1.0,0.0,0.0,0.0
PRV51117,4,10,2.5,12,3.0,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,1.75,162.5,67,5.0,5.0,7.0,3.0,0.0,0.0,3.0,7.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,9.0,1.0,10.0,0.0,3.0,7.0,3.0,7.0,1.0,9.0,No,0.0,0.0,0.0,0.0
PRV51118,4,16,4.0,16,4.0,Inpatient,0,1,0,16.0,0.0,1.0,0.0,0.0,0.0,4.25,9434.5,67,6.0,10.0,11.0,5.0,0.0,0.0,4.0,12.0,8.0,8.0,2.0,14.0,7.0,9.0,8.0,8.0,13.0,3.0,13.0,3.0,8.0,8.0,4.0,12.0,2.0,14.0,No,0.0,0.0,0.0,0.0
PRV51119,8,81,10.12,95,11.88,Both_Service,1,0,0,94.0,1.0,0.99,0.01,2.0,0.02,6.042105263157895,12395.421052631578,74,30.0,51.0,68.0,13.0,0.0,0.0,39.0,42.0,42.0,39.0,17.0,64.0,34.0,47.0,38.0,43.0,62.0,19.0,70.0,11.0,24.0,57.0,25.0,56.0,9.0,72.0,Yes,1.0,1.0,0.0,1.0
PRV51120,1,7,7.0,7,7.0,Inpatient,0,1,0,7.0,0.0,1.0,0.0,0.0,0.0,4.142857142857143,8496.57142857143,61,3.0,4.0,5.0,2.0,0.0,0.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,3.0,4.0,6.0,1.0,5.0,2.0,2.0,5.0,1.0,6.0,1.0,6.0,No,1.0,0.0,0.0,0.0
PRV51121,3,7,2.33,7,2.33,Both_Service,1,0,0,6.0,1.0,0.86,0.14,0.0,0.0,5.571428571428571,12498.285714285714,66,3.0,4.0,6.0,1.0,0.0,0.0,3.0,4.0,5.0,2.0,1.0,6.0,1.0,6.0,2.0,5.0,5.0,2.0,7.0,0.0,3.0,4.0,2.0,5.0,0.0,7.0,No,1.0,1.0,0.0,1.0
PRV51122,7,7,1.0,7,1.0,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,0.0,160.0,66,3.0,4.0,7.0,0.0,0.0,0.0,2.0,5.0,1.0,6.0,1.0,6.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,0.0,7.0,1.0,6.0,0.0,7.0,No,0.0,0.0,0.0,0.0
PRV51123,21,28,1.33,31,1.48,Both_Service,1,0,0,2.0,29.0,0.06,0.94,0.0,0.0,2.4838709677419355,938.258064516129,69,15.0,13.0,23.0,1.0,3.0,1.0,12.0,16.0,10.0,18.0,1.0,27.0,10.0,18.0,13.0,15.0,20.0,8.0,20.0,8.0,4.0,24.0,8.0,20.0,1.0,27.0,No,0.0,0.0,0.0,0.0
PRV51125,36,32,0.89,48,1.33,Both_Service,1,0,0,12.0,36.0,0.25,0.75,0.0,0.0,2.4791666666666665,3008.4583333333335,68,18.0,14.0,25.0,0.0,6.0,1.0,12.0,20.0,15.0,17.0,5.0,27.0,7.0,25.0,13.0,19.0,22.0,10.0,21.0,11.0,6.0,26.0,6.0,26.0,5.0,27.0,No,1.0,0.0,0.0,0.0
PRV51126,2,14,7.0,20,10.0,Inpatient,0,1,0,20.0,0.0,1.0,0.0,0.0,0.0,6.5,9918.0,69,9.0,5.0,10.0,0.0,4.0,0.0,6.0,8.0,8.0,6.0,1.0,13.0,7.0,7.0,7.0,7.0,9.0,5.0,14.0,0.0,4.0,10.0,3.0,11.0,2.0,12.0,Yes,0.0,0.0,0.0,0.0
PRV51128,19,38,2.0,50,2.63,Both_Service,1,0,0,5.0,45.0,0.1,0.9,0.0,0.0,2.34,2151.2,67,13.0,25.0,26.0,0.0,10.0,2.0,13.0,25.0,15.0,23.0,12.0,26.0,11.0,27.0,18.0,20.0,26.0,12.0,28.0,10.0,12.0,26.0,10.0,28.0,5.0,33.0,No,0.0,0.0,0.0,0.0
PRV51129,54,65,1.2,96,1.78,Outpatient,0,0,1,0.0,96.0,0.0,1.0,0.0,0.0,1.3541666666666667,243.75,73,30.0,35.0,44.0,0.0,21.0,0.0,27.0,38.0,23.0,42.0,9.0,56.0,14.0,51.0,23.0,42.0,47.0,18.0,53.0,12.0,17.0,48.0,14.0,51.0,6.0,59.0,No,2.0,0.0,1.0,0.0
PRV51130,2,7,3.5,7,3.5,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,2.857142857142857,710.0,61,5.0,2.0,5.0,0.0,2.0,0.0,2.0,5.0,3.0,4.0,1.0,6.0,3.0,4.0,6.0,1.0,2.0,5.0,6.0,1.0,0.0,7.0,3.0,4.0,3.0,4.0,No,0.0,0.0,0.0,0.0
PRV51131,4,8,2.0,8,2.0,Outpatient,0,0,1,0.0,8.0,0.0,1.0,0.0,0.0,0.0,153.75,74,4.0,4.0,8.0,0.0,0.0,0.0,3.0,5.0,3.0,5.0,1.0,7.0,3.0,5.0,4.0,4.0,7.0,1.0,5.0,3.0,1.0,7.0,2.0,6.0,1.0,7.0,No,0.0,0.0,0.0,0.0
PRV51132,5,6,1.2,8,1.6,Both_Service,1,0,0,1.0,7.0,0.12,0.88,0.0,0.0,1.75,799.75,72,2.0,4.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,6.0,0.0,6.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,6.0,No,0.0,0.0,0.0,0.0
PRV51134,3,12,4.0,15,5.0,Outpatient,0,0,1,0.0,15.0,0.0,1.0,0.0,0.0,2.6666666666666665,512.6666666666666,67,8.0,4.0,10.0,0.0,2.0,0.0,7.0,5.0,4.0,8.0,1.0,11.0,2.0,10.0,5.0,7.0,7.0,5.0,6.0,6.0,2.0,10.0,4.0,8.0,0.0,12.0,No,0.0,0.0,0.0,0.0
PRV51135,1,2,2.0,5,5.0,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,60.0,69,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,No,0.0,0.0,0.0,0.0
PRV51136,1,1,1.0,1,1.0,Inpatient,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,21068.0,70,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV51137,23,51,2.22,55,2.39,Both_Service,1,0,0,1.0,54.0,0.02,0.98,0.0,0.0,0.2,316.3272727272727,72,17.0,34.0,48.0,1.0,0.0,2.0,21.0,30.0,15.0,36.0,7.0,44.0,17.0,34.0,23.0,28.0,42.0,9.0,38.0,13.0,20.0,31.0,21.0,30.0,2.0,49.0,No,5.0,1.0,0.0,3.0
PRV51138,7,21,3.0,26,3.71,Both_Service,1,0,0,1.0,25.0,0.04,0.96,0.0,0.0,1.5384615384615385,557.6153846153846,73,7.0,14.0,19.0,0.0,1.0,1.0,6.0,15.0,6.0,15.0,2.0,19.0,4.0,17.0,7.0,14.0,8.0,13.0,15.0,6.0,6.0,15.0,6.0,15.0,2.0,19.0,No,0.0,0.0,0.0,0.0
PRV51139,34,42,1.24,43,1.26,Both_Service,1,0,0,7.0,36.0,0.16,0.84,0.0,0.0,2.4651162790697674,1397.5813953488373,74,18.0,24.0,34.0,4.0,3.0,1.0,15.0,27.0,16.0,26.0,6.0,36.0,12.0,30.0,24.0,18.0,32.0,10.0,31.0,11.0,12.0,30.0,8.0,34.0,3.0,39.0,No,1.0,1.0,0.0,1.0
PRV51140,5,394,78.8,487,97.4,Both_Service,1,0,0,47.0,440.0,0.1,0.9,0.0,0.0,2.1047227926078027,1033.9794661190965,72,189.0,205.0,355.0,9.0,21.0,9.0,142.0,252.0,141.0,253.0,60.0,334.0,124.0,270.0,158.0,236.0,273.0,121.0,286.0,108.0,113.0,281.0,120.0,274.0,38.0,356.0,No,1.0,0.0,1.0,0.0
PRV51141,8,37,4.62,71,8.88,Outpatient,0,0,1,0.0,71.0,0.0,1.0,0.0,0.0,1.732394366197183,276.90140845070425,75,18.0,19.0,31.0,2.0,2.0,2.0,10.0,27.0,9.0,28.0,4.0,33.0,9.0,28.0,13.0,24.0,22.0,15.0,23.0,14.0,11.0,26.0,10.0,27.0,2.0,35.0,No,0.0,0.0,1.0,0.0
PRV51142,15,38,2.53,51,3.4,Both_Service,1,0,0,7.0,44.0,0.14,0.86,0.0,0.0,1.9215686274509804,2198.156862745098,72,19.0,19.0,35.0,2.0,1.0,0.0,12.0,26.0,16.0,22.0,6.0,32.0,9.0,29.0,17.0,21.0,25.0,13.0,28.0,10.0,13.0,25.0,6.0,32.0,4.0,34.0,No,1.0,0.0,0.0,0.0
PRV51143,26,68,2.62,77,2.96,Outpatient,0,0,1,0.0,77.0,0.0,1.0,0.0,0.0,0.987012987012987,270.12987012987014,72,37.0,31.0,61.0,1.0,4.0,2.0,28.0,40.0,24.0,44.0,12.0,56.0,18.0,50.0,24.0,44.0,40.0,28.0,41.0,27.0,21.0,47.0,15.0,53.0,4.0,64.0,No,3.0,0.0,2.0,0.0
PRV51144,14,29,2.07,30,2.14,Both_Service,1,0,0,4.0,26.0,0.13,0.87,0.0,0.0,1.8,2190.4,76,12.0,17.0,26.0,0.0,1.0,2.0,11.0,18.0,10.0,19.0,7.0,22.0,7.0,22.0,13.0,16.0,18.0,11.0,23.0,6.0,10.0,19.0,8.0,21.0,1.0,28.0,No,0.0,0.0,0.0,0.0
PRV51145,37,161,4.35,202,5.46,Both_Service,1,0,0,161.0,41.0,0.8,0.2,0.0,0.0,4.900990099009901,8777.712871287129,73,70.0,91.0,137.0,9.0,6.0,9.0,78.0,83.0,73.0,88.0,28.0,133.0,57.0,104.0,67.0,94.0,115.0,46.0,126.0,35.0,46.0,115.0,50.0,111.0,19.0,142.0,Yes,1.0,0.0,0.0,0.0
PRV51146,77,334,4.34,352,4.57,Both_Service,1,0,0,162.0,190.0,0.46,0.54,0.0,0.0,3.4232954545454546,5263.011363636364,73,144.0,190.0,306.0,11.0,12.0,5.0,128.0,206.0,157.0,177.0,55.0,279.0,122.0,212.0,141.0,193.0,234.0,100.0,270.0,64.0,120.0,214.0,109.0,225.0,35.0,299.0,Yes,7.0,1.0,1.0,2.0
PRV51147,23,32,1.39,32,1.39,Outpatient,0,0,1,0.0,32.0,0.0,1.0,0.0,0.0,2.5,283.4375,71,20.0,12.0,28.0,1.0,0.0,3.0,10.0,22.0,12.0,20.0,4.0,28.0,7.0,25.0,12.0,20.0,22.0,10.0,18.0,14.0,8.0,24.0,5.0,27.0,1.0,31.0,No,0.0,0.0,0.0,0.0
PRV51148,60,263,4.38,330,5.5,Both_Service,1,0,0,34.0,296.0,0.1,0.9,0.0,0.0,1.8484848484848484,1590.769696969697,73,123.0,140.0,221.0,17.0,18.0,7.0,90.0,173.0,110.0,153.0,48.0,215.0,75.0,188.0,107.0,156.0,181.0,82.0,201.0,62.0,82.0,181.0,77.0,186.0,25.0,238.0,Yes,7.0,0.0,1.0,0.0
PRV51149,25,136,5.44,148,5.92,Both_Service,1,0,0,116.0,32.0,0.78,0.22,0.0,0.0,4.6891891891891895,8409.716216216217,71,61.0,75.0,121.0,2.0,10.0,3.0,59.0,77.0,82.0,54.0,18.0,118.0,63.0,73.0,67.0,69.0,101.0,35.0,114.0,22.0,58.0,78.0,47.0,89.0,21.0,115.0,Yes,1.0,1.0,0.0,1.0
PRV51151,97,225,2.32,233,2.4,Both_Service,1,0,0,22.0,211.0,0.09,0.91,0.0,0.0,1.6952789699570816,963.9399141630902,73,112.0,113.0,173.0,11.0,36.0,5.0,101.0,124.0,99.0,126.0,34.0,191.0,81.0,144.0,110.0,115.0,153.0,72.0,171.0,54.0,66.0,159.0,68.0,157.0,26.0,199.0,No,6.0,0.0,0.0,0.0
PRV51152,3,39,13.0,83,27.67,Outpatient,0,0,1,0.0,83.0,0.0,1.0,0.0,0.0,1.7228915662650603,316.50602409638554,73,21.0,18.0,32.0,0.0,4.0,3.0,16.0,23.0,16.0,23.0,1.0,38.0,11.0,28.0,18.0,21.0,28.0,11.0,26.0,13.0,9.0,30.0,13.0,26.0,4.0,35.0,No,0.0,0.0,0.0,0.0
PRV51153,51,83,1.63,87,1.71,Both_Service,1,0,0,4.0,83.0,0.05,0.95,0.0,0.0,1.4022988505747127,878.0689655172414,73,41.0,42.0,69.0,3.0,6.0,5.0,29.0,54.0,32.0,51.0,11.0,72.0,27.0,56.0,46.0,37.0,56.0,27.0,60.0,23.0,29.0,54.0,27.0,56.0,6.0,77.0,No,2.0,0.0,1.0,0.0
PRV51154,3,147,49.0,161,53.67,Outpatient,0,0,1,0.0,161.0,0.0,1.0,0.0,0.0,1.3229813664596273,289.06832298136646,74,63.0,84.0,132.0,4.0,6.0,5.0,56.0,91.0,50.0,97.0,20.0,127.0,40.0,107.0,67.0,80.0,100.0,47.0,99.0,48.0,50.0,97.0,53.0,94.0,15.0,132.0,No,0.0,0.0,1.0,0.0
PRV51155,1,110,110.0,115,115.0,Outpatient,0,0,1,0.0,115.0,0.0,1.0,0.0,0.0,1.0434782608695652,230.34782608695653,73,49.0,61.0,97.0,4.0,5.0,4.0,48.0,62.0,34.0,76.0,19.0,91.0,29.0,81.0,44.0,66.0,73.0,37.0,73.0,37.0,30.0,80.0,33.0,77.0,9.0,101.0,No,0.0,0.0,0.0,0.0
PRV51156,3,425,141.67,542,180.67,Outpatient,0,0,1,0.0,542.0,0.0,1.0,0.0,0.0,1.367158671586716,262.65682656826567,73,186.0,239.0,378.0,12.0,27.0,8.0,139.0,286.0,135.0,290.0,56.0,369.0,128.0,297.0,162.0,263.0,267.0,158.0,291.0,134.0,130.0,295.0,129.0,296.0,31.0,394.0,No,1.0,0.0,0.0,0.0
PRV51159,99,506,5.11,569,5.75,Both_Service,1,0,0,65.0,504.0,0.11,0.89,0.0,0.0,1.7398945518453428,1525.9050966608083,73,228.0,278.0,446.0,21.0,23.0,16.0,205.0,301.0,184.0,322.0,78.0,428.0,154.0,352.0,204.0,302.0,340.0,166.0,368.0,138.0,156.0,350.0,142.0,364.0,57.0,449.0,Yes,4.0,0.0,3.0,0.0
PRV51160,22,110,5.0,114,5.18,Both_Service,1,0,0,90.0,24.0,0.79,0.21,0.0,0.0,4.87719298245614,8492.631578947368,73,38.0,72.0,96.0,4.0,8.0,2.0,50.0,60.0,67.0,43.0,26.0,84.0,54.0,56.0,49.0,61.0,82.0,28.0,82.0,28.0,43.0,67.0,41.0,69.0,22.0,88.0,No,2.0,0.0,1.0,0.0
PRV51164,7,334,47.71,391,55.86,Both_Service,1,0,0,41.0,350.0,0.1,0.9,0.0,0.0,1.659846547314578,1538.4347826086957,73,148.0,186.0,299.0,10.0,20.0,5.0,114.0,220.0,128.0,206.0,41.0,293.0,101.0,233.0,144.0,190.0,220.0,114.0,250.0,84.0,100.0,234.0,105.0,229.0,33.0,301.0,No,1.0,0.0,2.0,0.0
PRV51165,62,97,1.56,98,1.58,Both_Service,1,0,0,26.0,72.0,0.27,0.73,0.0,0.0,2.4489795918367347,3650.8979591836733,75,47.0,50.0,89.0,5.0,2.0,1.0,42.0,55.0,41.0,56.0,11.0,86.0,30.0,67.0,43.0,54.0,67.0,30.0,69.0,28.0,34.0,63.0,21.0,76.0,14.0,83.0,No,4.0,1.0,0.0,1.0
PRV51166,4,5,1.25,5,1.25,Both_Service,1,0,0,1.0,4.0,0.2,0.8,0.0,0.0,3.2,5187.6,71,3.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,0.0,2.0,3.0,1.0,4.0,3.0,2.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV51167,22,182,8.27,190,8.64,Outpatient,0,0,1,0.0,190.0,0.0,1.0,0.0,0.0,1.7421052631578948,275.7368421052632,74,72.0,110.0,157.0,10.0,11.0,4.0,78.0,104.0,73.0,109.0,32.0,150.0,54.0,128.0,76.0,106.0,133.0,49.0,145.0,37.0,53.0,129.0,52.0,130.0,13.0,169.0,No,1.0,0.0,0.0,0.0
PRV51168,14,86,6.14,87,6.21,Both_Service,1,0,0,9.0,78.0,0.1,0.9,0.0,0.0,0.7701149425287356,1037.3793103448277,73,36.0,50.0,70.0,3.0,9.0,4.0,38.0,48.0,30.0,56.0,11.0,75.0,24.0,62.0,33.0,53.0,58.0,28.0,67.0,19.0,31.0,55.0,30.0,56.0,6.0,80.0,No,1.0,0.0,0.0,0.0
PRV51169,51,74,1.45,77,1.51,Outpatient,0,0,1,0.0,77.0,0.0,1.0,0.0,0.0,1.4935064935064934,252.33766233766235,74,32.0,42.0,65.0,3.0,4.0,2.0,29.0,45.0,31.0,43.0,9.0,65.0,19.0,55.0,33.0,41.0,50.0,24.0,51.0,23.0,29.0,45.0,23.0,51.0,10.0,64.0,No,2.0,1.0,0.0,1.0
PRV51170,8,16,2.0,16,2.0,Both_Service,1,0,0,8.0,8.0,0.5,0.5,0.0,0.0,3.125,9647.75,72,6.0,10.0,13.0,0.0,2.0,1.0,8.0,8.0,8.0,8.0,1.0,15.0,9.0,7.0,8.0,8.0,14.0,2.0,10.0,6.0,5.0,11.0,8.0,8.0,3.0,13.0,Yes,0.0,0.0,0.0,0.0
PRV51171,38,59,1.55,59,1.55,Outpatient,0,0,1,0.0,59.0,0.0,1.0,0.0,0.0,1.576271186440678,237.6271186440678,72,26.0,33.0,52.0,4.0,3.0,0.0,23.0,36.0,29.0,30.0,9.0,50.0,19.0,40.0,22.0,37.0,40.0,19.0,42.0,17.0,19.0,40.0,14.0,45.0,7.0,52.0,No,3.0,1.0,0.0,2.0
